,GTIN,Brand,Manufacturer,a,Primary Description,Regulated Product Name,No. & size (unit),Version,a,Retail,Listing,,My Rise,Overall,,Brandbank (Group),,Category,Sub-Cat.,Prod. Group,,Further Description,a,Features,Serve,a,Variental,ABV (%),Lower Age Limit,"Allergy, additive, and lifestyle advice",Safety Warnings,Packaging,Measurements (W/H/D),Ingredients,a,Portion Type,Energy in kcal,Energy in kJ,Protein,Carbs,Total Sugar,Fat,Sat Fat,Fibre,Sodium,Salt,Salt Equiv.,
,5054267000858,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Energy Pink Lemonade 500ml,Sparkling Lemon and Red Berry Flavour Glucose Drink,500ml,05/08/2015,a,1.29,1.35,,5%,15%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,"Powered by Glucose
Glucose. It's for that moment. When you need it most. When the energy and the good times flow.
Whatever you do, do it with energy.",a,Powered by glucose," Lucozade Energy is best when you're active, eating properly and staying healthy.

Enjoy it cold.",a,,,,    ,It's not for replacing the fluids lost from an upset stomach. And it's not suitable for children under 3 years.,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",228 x 66 x 66,"Carbonated Water, Glucose Fructose Syrup (19%), Acid (Citric Acid), Fruit Juices from Concentrate (2%) (Lemon, Cranberry, Raspberry), Flavourings, Preservative (Potassium Sorbate), Caffeine, Extracts of Black Carrot, Stabilisers (Locust Bean Gum, Acacia Gum, Glycerol Esters of Wood Rosins)",a,per 100 (ml/g),243,57, -   , -   ,14,14, <0.1 , -   , -   , -   , -   ,
,5054267000803,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Energy Reduced Sugar Cloudy Lemonade 500ml,Reduced Sugars Sparkling Cloudy Lemon Glucose Drink with Sugars and Sweeteners,500ml,05/08/2015,a,1.29,1.35,,5%,15%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,"Powered by Glucose
Brace yourself, this one's got zest.
It's a little lemony lift to brighten your day with only half the sugars.

Great Taste Half the Sugar*
*50% less sugars than regular soft drinks. This product is formulated to deliver glucose. It does not contain added sucrose.",a,"Powered by glucose

Reduced sugar

Great taste half the sugar"," Lucozade Energy is best when you're active, eating properly and staying healthy.

Enjoy it cold.",a,,,Advisory 3 Years,    ,It's not for replacing the fluids lost from an upset stomach. And it's not suitable for children under 3 years.,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",229 x 66 x 66,"Carbonated Water, Glucose Syrup (10%), Comminuted Lemon (5%), Acid (Citric Acid), Flavourings, Sweeteners (Acesulfame-K, Sucralose), Preservative (Potassium Sorbate), Caffeine",a,per 100 (ml/g),143,34, -   , -   ,8,4, <0.1 , <0.1 , -   ,0, -   ,
,5054267003118,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Energy The Brazilian Mango Mandarin 1L,Sparkling Mango and Mandarin Flavour Glucose Drink with Tropical Fruit Juices,1l,16/12/2015,a,1.69,1.8,,7%,17%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,"The Brazilian
It's like a carnival in your mouth the spirit of Rio in the palm of your hands a taste explosion where mangoes meet mandarins
Whatever you do, do it with energy.",a,Powered by glucose," Lucozade Energy is best when you're active, eating properly and staying healthy.

Enjoy it cold.",a,,,Advisory 3 Years,    ,It's not for replacing the fluids lost from an upset stomach. And it's not suitable for children under 3 years.,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",297 x 81 x 81,"Carbonated Water, Glucose Fructose Syrup (21%), Fruit Juice from Concentrate (3%) (Pineapple (2%), Mango (0.5%), Passion Fruit (0.5%)), Acid (Citric Acid), Stabilisers (Acacia Gum, Glycerol Esters of Wood Rosins), Antioxidant (Ascorbic Acid), Flavourings, Preservative (Potassium Sorbate), Caffeine, Colours (Beta Carotene, Beta-Apo-8'-Carotenal)",a,per 100 (ml/g),262,62, -   , -   ,15,12, <0.1 , -   , -   ,0, -   ,
,5054267002029,Lucozade,Lucozade Ribena Suntory,a,Lucozade Energy The Brazilian Mango Mandarin 500ml,Sparkling mango and mandarin flavour glucose drink with tropical fruit juices,500ml,20/01/2016,a,1.29,1.35,,5%,15%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,,a,"Powered by glucose

It's like a carnival in your mouth

The spirit of Rio in the palm of your hands

A taste explosion where mangoes meet mandarins

Whatever you do, do it with Energy"," Lucozade Energy is best when you are active, eating properly and staying healthy. It's not for replacing the fluids lost from an upset stomach. And it's not suitable for children under 3 years.

Enjoy it cold.
",a,,,Advisory 3 Years,    ,,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",0 x 0 x 0,"Carbonated Water, Glucose Fructose Syrup (21%), Fruit Juice from Concentrate (3%) (Pineapple (2%), Mango (0.5%), Passion Fruit (0.5%)), Acid (Citric Acid), Stabilisers (Acacia Gum, Glycerol Ester of Wood Rosins), Antioxidant (Ascorbic Acid), Flavourings, Preservative (Potassium Sorbate), Caffeine, Colours (Beta Carotene, Beta-Apo-8'-Carotenal)",a,per 100 (ml/g),262,62, -   , -   ,15,12, <0.1 , -   , -   ,0, -   ,
,5054267003262,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Energy Tropical Fusion 500ml,Reduced Sugars Sparkling Pineapple and Kiwi Flavour Glucose Drink with Sugar and Sweeteners,500ml,29/09/2015,a,1.29,1.35,,5%,15%,,Carbonated Drinks,,Soft Drinks,Isotonic,All,,This tropical edition delivers a juicy pineapple flavour with a hint of kiwi to refresh your tastebuds with only half the sugar.,a,"Powered by Glucose

Reduced Sugar

Half the Sugar* - *50% less sugars than regular soft drinks. This product is formulated to deliver glucose. It does not contain added sucrose", Enjoy it cold.,a,,,Advisory 3 Years,    ,"It's not for replacing the fluids your body loses from an upset stomach. And it's not suitable for children under 3 years. Lucozade energy is best when you're active, eating properly and staying healthy","Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",0 x 0 x 0,"Carbonated Water, Glucose Syrup (12%), Fruit Juices from Concentrate 2% (Pineapple (1.5%), Kiwi (0.5%)), Acid (Citric Acid), Antioxidant (Ascorbic Acid), Sweeteners (Aspartame, Acesulfame-K), Preservative (Potassium Sorbate), Stabilisers (Acacia Gum, Glycerol Ester of Wood Rosins), Caffeine, Flavourings, Colour (Beta Carotene)",a,per 100 (ml/g),148,35, -   , -   ,8,4, <0.1 , -   , -   ,0, -   ,
,5054267003286,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Energy Tropical Fusion Pineapple & Kiwi Flavour 1L,Reduced Sugars Sparkling Pineapple and Kiwi Flavour Glucose Drink with Sugar and Sweeteners,1l,07/08/2015,a,1.69,1.8,,7%,17%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,"Powered by Glucose.
Reduced Sugar
Half the Sugar*
*50% less sugars than regular soft drinks. This product is formulated to deliver glucose. It does not contain added sucrose",a,"Reduced sugar

Powered by glucose"," Lucozade Energy is best when you're active, eating properly and staying healthy.
It's not for replacing the fluids your body loses from an upset stomach.
And it's not suitable for children under 3 years.",a,,,Advisory 3 Years,    ,, - ,0 x 0 x 0,"Carbonated Water, Glucose Syrup (12%), Fruit Juices from Concentrate 2% (Pineapple (1.5%), Kiwi (0.5%)), Acid (Citric Acid), Antioxidant (Ascorbic Acid), Sweeteners (Aspartame, Acesulfame K), Preservative (Potassium Sorbate), Stabilisers (Acacia Gum, Glycerol Esters of Wood Rosins), Caffeine, Flavourings, Colour (Beta Carotene)",a,per 100 (ml/g),148,35, -   , -   ,8,4, <0.1 , -   , -   ,0, -   ,
,5054267003316,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Mango and Passion Fruit 500ml,Sort Mango & Passion Fruit,500ml,24/04/2015,a,1.29,1.35,,5%,15%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,"Enhances Hydration. Fuels Performance

At the limits of your ability you need to replace the electrolyses you lose in sweat.
Keep your body hydrated. Give your body fuel.
Lucozade Sport provides carbohydrates and electrolytes to enhance hydration and help maintain performance during prolonged endurance exercise.",a,," Drink this if you're an adult who trains or takes part in sport.
It's best when you're eating properly and staying healthy.",a,,,Advisory 3 Years,    ,Warning: Choking Hazard. This cap is not suitable for children under 3 years., - ,0 x 0 x 0,"Water, Glucose Syrup, Acid (Citric Acid), Acidity Regulator (Sodium Citrate), Stabiliser (Acacia Gum), Flavourings, Antioxidant (Ascorbic Acid), Sweeteners (Acesulfame K, Sucralose), Vitamins (Niacin, Pantothenic Acid, B6, B12), Colour (Beta Carotene)",a,per 100 (ml/g),118,28, -   , -   ,7,4, -   , -   , -   ,0, -   ,
,5054267001589,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Special Edition Energy Grafruitti Mixed Fruit 500ml,Sparkling Fruit Flavour Glucose Drink with Sugar and Sweeteners,500ml,16/12/2015,a,1.29,1.35,,5%,15%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,"Grafruitti
This vibrant fusion delivers a delicious fruit flavour of berries and citrus with an exotic twist
Whatever you do, do it with energy.",a,Powered by glucose," Lucozade Energy is best when you're active, eating properly and staying healthy.

Enjoy it cold.",a,,,Advisory 3 Years,    ,It's not for replacing the fluids lost from an upset stomach. And it's not suitable for children under 3 years.,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",228 x 66 x 66,"Carbonated Water, Glucose Fructose Syrup (15%), Fruit Juices from Concentrate (2%) (Apple, Orange, Raspberry), Acid (Citric Acid), Extract of Black Carrot, Flavourings, Preservative (Potassium Sorbate), Caffeine, Sweeteners (Acesulfame K, Sucralose), Stabiliser (Locust Bean Gum)",a,per 100 (ml/g),191,45, -   , -   ,11,9, <0.1 , -   , -   ,0, -   ,
,5054267003224,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Sport Mango & Passion Fruit 500ml,Mango and Passion Fruit Flavour Isotonic Drink with sugars and sweeteners,500ml,16/12/2015,a,1.29,1.35,,5%,15%,,Other Drinks,,Soft Drinks,Isotonic,All,,"Isotonic Performance Fuel
At the limits of your ability you need to replace the electrolytes you lose in sweat. Keep your body hydrated, give your body fuel.
Lucozade Sport provides carbohydrates and electrolytes to enhance hydration and help maintain performance during prolonged endurance exercise.",a,"Enhances hydration, fuels performance"," Drink this if you're an adult who trains or takes part in sport.
It's best when you're eating properly and staying healthy.",a,,,Advisory 3 Years,    ,"Warning: Choking Hazard.
Cap unsuitable for children under 3 years.",Bottle - Plastic - Widely Recycled - ,227 x 66 x 66,"Water, Glucose Syrup, Acid (Citric Acid), Acidity Regulator (Sodium Citrate), Stabiliser (Acacia Gum), Flavourings, Antioxidant (Ascorbic Acid), Sweeteners (Acesulfame K, Sucralose), Vitamins (Niacin, Pantothenic Acid, B6, B12), Colour (Beta Carotene)",a,per 100 (ml/g),118,28, -   , -   ,7,4, -   , -   , -   ,0, -   ,
,5054267000681,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Sport Orange 500ml,Orange Flavour Isotonic Drink with sugars and sweeteners,500ml,05/08/2015,a,1.29,1.35,,5%,15%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,Lucozade Sport provides carbohydrates and electrolytes to enhance hydration and help maintain performance during prolonged endurance exercise. Drink this if you're an adult who trains or takes part in sport. It's best when you're eating properly and staying healthy.,a,, ,a,,,,    ,Warning: Choking Hazard. Cap unsuitable for children under 3 years.,Bottle - Plastic - Widely Recycled - ,227 x 65 x 65,"Water, Glucose Syrup, Acid (Citric Acid), Acidity Regulator (Sodium Citrate), Stabiliser (Acacia Gum), Preservative (Potassium Sorbate), Antioxidant (Ascorbic Acid), Sweeteners (Aspartame, Acesulfame K), Flavouring, Vitamins (Niacin, Pantothenic Acid, B6, B12), Colour (Beta Carotene)",a,per 100 (ml/g),118,28, Trace , Trace ,7,4, Trace , -   , -   ,0, -   ,
,5054267000704,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Sport Raspberry 500ml,Raspberry Flavour Isotonic Drink with sugars and sweeteners,500ml,02/01/2015,a,1.29,1.35,,5%,15%,,Fruit Juice & Drinks,,Soft Drinks,Isotonic,All,,,a,"Enhances hydration

Fuels performance"," Drink if you're an adult who trains or takes part in sport.
Best when you're eating properly and staying healthy.",a,,,Advisory 3 Years,    ,Warning: Choking Hazard. Cap unsuitable for children under 3 years.,Bottle - Plastic - Widely Recycled - ,0 x 0 x 0,"Water, Glucose Syrup, Acid (Citric Acid), Acidity Regulator (Sodium Citrate), Extract of Black Carrot, Preservative (Potassium Sorbate), Stabilisers (Acacia Gum, Glycerol Esters of Wood Rosins), Sweeteners (Aspartame, Acesulfame K), Antioxidant (Ascorbic Acid), Flavourings, Vitamins (Niacin. Pantothenic Acid, B6, B12)",a,per 100 (ml/g),118,28, -   , -   ,6,4, <0.1 , -   , -   ,0, -   ,
,5054267004900,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Zero Orange 1L,Sparkling low calorie orange juice drink with sweeteners,1l,04/04/2016,a,1.69,1.8,,7%,17%,,Carbonated Drinks,,Soft Drinks,Isotonic,All,,"Find Your Flow with Lucozade Zero. Unmistakably awesome taste, now without the calories.",a,Zero calories, ,a,,,,    ,,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",0 x 0 x 0,"Carbonated Water, Orange Juice from Concentrate (5%), Acids (Citric Acid, Malic Acid), Acidity Regulator (Sodium Citrate), Sweeteners (Aspartame, Acesulfame-K), Preservative (Potassium Sorbate), Antioxidant (Ascorbic Acid), Stabiliser (Acacia Gum), Caffeine, Flavourings, Colour (Beta Carotene)",a,per 100 (ml/g),17,4, -   , -   ,1,1,0, -   , -   ,0, -   ,
,5054267004870,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Zero Orange 380ml,Sparkling low calorie orange juice drink with sweeteners,380ml,04/04/2016,a,0.99,1.09,,10%,20%,,Carbonated Drinks,,Soft Drinks,Isotonic,All,,"Find Your Flow with Lucozade Zero. Unmistakably awesome taste, now without the calories.",a,Zero calories, ,a,,,,    ,,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",0 x 0 x 0,"Carbonated Water, Orange Juice from Concentrate (5%), Acids (Citric Acid, Malic Acid), Acidity Regulator (Sodium Citrate), Sweeteners (Aspartame, Acesulfame-K), Preservative (Potassium Sorbate), Antioxidant (Ascorbic Acid), Stabiliser (Acacia Gum), Caffeine, Flavourings, Colour (Beta Carotene)",a,per 100 (ml/g),17,4, -   , -   ,1,1,0, -   , -   ,0, -   ,
,5054267004894,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Zero Orange 500ml,Sparkling low calorie orange juice drink with sweeteners,500ml,04/04/2016,a,1.29,1.35,,5%,15%,,Carbonated Drinks,,Soft Drinks,Isotonic,All,,"Find Your Flow with Lucozade Zero. Unmistakably awesome taste, now without the calories.",a,Zero calories, ,a,,,,    ,,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",0 x 0 x 0,"Carbonated Water, Orange Juice from Concentrate (5%), Acids (Citric Acid, Malic Acid), Acidity Regulator (Sodium Citrate), Sweeteners (Aspartame, Acesulfame-K), Preservative (Potassium Sorbate), Antioxidant (Ascorbic Acid), Stabiliser (Acacia Gum), Caffeine, Flavourings, Colour (Beta Carotene)",a,per 100 (ml/g),17,4, -   , -   ,1,1,0, -   , -   ,0, -   ,
,5054267004856,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Zero Pink Lemonade 1L,Sparkling low calorie lemon and red berry flavour drink with sweeteners.,1l,04/04/2016,a,1.69,1.8,,7%,17%,,Carbonated Drinks,,Soft Drinks,Isotonic,All,,"Find Your Flow with Lucozade Zero. Unmistakably awesome taste, now without the calories.",a,Zero calories, ,a,,,,    ,,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",0 x 0 x 0,"Carbonated Water, Fruit Juices from Concentrate (1.5%) (Lemon, Cranberry, Raspberry), Comminuted Lemon (0.5%), Acid (Citric Acid), Acidity Regulator (Sodium Gluconate), Sweeteners (Aspartame, Acesulfame-K), Preservative (Potassium Sorbate), Caffeine, Colour (Anthocyanins), Flavourings, Stabilisers (Locust Bean Gum, Acacia Gum, Glycerol Ester of Wood Rosins)",a,per 100 (ml/g),9,2, -   , -   ,0,0, <0.1 , -   , -   ,0, -   ,
,5054267005051,Lucozade,Lucozade Ribena Suntory Limited,a,Lucozade Zero Pink Lemonade 500ml,Sparkling low calorie lemon and red berry flavour drink with sweeteners.,500ml,04/04/2016,a,1.29,1.35,,5%,15%,,Carbonated Drinks,,Soft Drinks,Isotonic,All,,"Find Your Flow with Lucozade Zero. Unmistakably awesome taste, now without the calories.",a,Zero calories, ,a,,,,    ,,"Bottle - Plastic - Widely Recycled

Cap - Plastic - Check Local Recycling - ",0 x 0 x 0,"Carbonated Water, Fruit Juices from Concentrate (1.5%) (Lemon, Cranberry, Raspberry), Comminuted Lemon (0.5%), Acid (Citric Acid), Acidity Regulator (Sodium Gluconate), Sweeteners (Aspartame, Acesulfame-K), Preservative (Potassium Sorbate), Caffeine, Colour (Anthocyanins), Flavourings, Stabilisers (Locust Bean Gum, Acacia Gum, Glycerol Ester of Wood Rosins)",a,per 100 (ml/g),9,2, -   , -   ,0,0, <0.1 , -   , -   ,0, -   ,
,8000353000056,Luxardo,,a,Luxardo Sambuca Dei Cesari 70cl,,70cl,01/05/2012,a,18,18.99,,5%,16%,,Sprits & Liqueurs,,Alcohol,Spirits,Speciality,,"A rich, smooth flavour.",a,,"Can be enjoyed on its own or complimented as a layered shotailﾮ with a cream liqueur. Try as a long drink by adding lemonade and a dash of blackcurrant cordial. Luxardo Sambuca can be enjoyed on its own or complimented as a layered shotailﾮ with a cream liqueur. Try as a long drink by adding lemonade and a dash of blackcurrant cordial.
For more cocktail and long drinks visit www.luxardo.it or www.luxardosambuca.com

Warning: The consumption of alcoholic beverages impairs the ability to drive and may cause health problems.",a,,38%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk.,Pack - Glass - ,312 x 74 x 74,"Water, Sugar, Alcohol, Natural Flavours",a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
